Time, Tank Temp,Target Temp,Boiler Status,Message,
2022-04-04 01:08:18.221,34.75,38.0,ON,No Message,
2022-04-04 01:08:28.222,34.75,32.0,OFF,No Message,
2022-04-04 01:08:38.222,34.75,38.0,ON,No Message,
2022-04-04 01:08:48.220,34.75,32.0,OFF,No Message,
2022-04-04 01:08:58.213,34.75,38.0,ON,No Message,
2022-04-04 01:09:08.210,34.75,32.0,OFF,No Message,
2022-04-04 01:09:18.204,34.75,38.0,ON,No Message,
2022-04-04 01:09:28.208,34.75,32.0,OFF,No Message,
