Time, Tank Temp,Target Temp,Boiler Status,Message,
2022-04-04 01:42:50.773,17.25,32.0,ON,No Message,
2022-04-04 01:43:00.769,17.25,38.0,ON,No Message,
2022-04-04 01:43:10.764,17.25,38.0,ON,No Message,
2022-04-04 01:43:20.765,17.25,38.0,ON,No Message,
2022-04-04 01:43:30.767,17.25,38.0,ON,No Message,
2022-04-04 01:43:40.769,17.1875,38.0,ON,No Message,
2022-04-04 01:43:50.771,17.1875,38.0,ON,No Message,
2022-04-04 01:44:00.765,17.1875,38.0,ON,No Message,
