Time, Tank Temp,Target Temp,Boiler Status,Message,
2022-04-04 01:06:47.433,34.75,32.0,OFF,No Message,
2022-04-04 01:06:57.434,34.75,32.0,OFF,No Message,
2022-04-04 01:07:07.435,34.75,32.0,OFF,No Message,
2022-04-04 01:07:17.434,34.75,32.0,OFF,No Message,
2022-04-04 01:07:27.435,34.75,32.0,OFF,No Message,
2022-04-04 01:07:37.435,34.75,32.0,OFF,No Message,
2022-04-04 01:07:47.436,34.75,32.0,OFF,No Message,
2022-04-04 01:07:57.436,34.75,32.0,OFF,No Message,
2022-04-04 01:08:07.437,34.75,32.0,OFF,No Message,
