Time, Tank Temp,Target Temp,Boiler Status,Message,
2022-04-04 01:12:07.139,34.75,38.0,ON,No Message,
2022-04-04 01:12:17.140,34.6875,32.0,OFF,No Message,
2022-04-04 01:12:27.141,34.75,38.0,ON,No Message,
2022-04-04 01:12:37.142,34.75,32.0,OFF,No Message,
