Time, Tank Temp,Target Temp,Boiler Status,Message,
2022-04-04 00:58:38.713,-100,-100,ON,No Message,
2022-04-04 00:58:48.712,-100,-100,ON,No Message,
2022-04-04 00:58:58.714,-100,-100,ON,No Message,
2022-04-04 00:59:08.716,-100,-100,ON,No Message,
